,rank,finalWorth,age,selfMade,is_male,birthDate,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2030,2020,1400,74.0,True,True,-677757600.0,1948.0,7.0,11.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2031,2020,1400,83.0,True,True,-938944800.0,1940.0,4.0,1.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2032,2020,1400,65.0,True,True,-395056800.0,1957.0,6.0,26.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2033,2020,1400,97.0,True,True,-1399885200.0,1925.0,8.0,23.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2034,2020,1400,65.0,True,True,-384429600.0,1957.0,10.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2035,2020,1400,75.0,True,True,-709466400.0,1947.0,7.0,10.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2036,2020,1400,44.0,True,True,281887200.0,1978.0,12.0,8.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2037,2020,1400,55.0,False,True,-65872800.0,1967.0,12.0,1.0,129.61,2.5,376795508680,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
2039,2020,1400,64.0,True,True,-347104800.0,1959.0,1.0,2.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2040,2020,1400,80.0,True,True,-847965600.0,1943.0,2.0,18.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2041,2020,1400,44.0,False,True,264088800.0,1978.0,5.0,16.0,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
2042,2020,1400,79.0,True,True,-814528800.0,1944.0,3.0,11.0,141.54,3.6,1258286717125,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
2043,2020,1400,45.0,True,True,247327200.0,1977.0,11.0,3.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2044,2020,1400,65.0,False,True,-375184800.0,1958.0,2.0,11.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2045,2020,1400,81.0,False,True,-902224800.0,1941.0,5.0,31.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2046,2020,1400,40.0,True,True,415548000.0,1983.0,3.0,4.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2047,2020,1400,58.0,True,True,-155556000.0,1965.0,1.0,27.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2048,2020,1400,74.0,True,True,-679399200.0,1948.0,6.0,22.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2049,2020,1400,68.0,True,True,-489319200.0,1954.0,7.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2050,2020,1400,56.0,True,True,-88509600.0,1967.0,3.0,14.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
2051,2020,1400,59.0,True,True,-205322400.0,1963.0,7.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2052,2020,1400,51.0,True,True,67788000.0,1972.0,2.0,25.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2053,2020,1400,76.0,False,True,-736941600.0,1946.0,8.0,26.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2054,2020,1400,42.0,False,True,343144800.0,1980.0,11.0,16.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2055,2020,1400,77.0,False,True,-757418400.0,1946.0,1.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2056,2020,1400,65.0,False,True,-378727200.0,1958.0,1.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2057,2020,1400,70.0,False,True,-536493600.0,1953.0,1.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2058,2020,1400,76.0,False,True,-725882400.0,1947.0,1.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2059,2020,1400,71.0,False,True,-568116000.0,1952.0,1.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2060,2020,1400,67.0,False,True,-441885600.0,1956.0,1.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2062,2020,1400,60.0,False,True,-223034400.0,1962.0,12.0,8.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
2063,2020,1400,72.0,True,True,-599479200.0,1951.0,1.0,3.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
2065,2020,1400,97.0,True,True,-1385110800.0,1926.0,2.0,10.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2067,2020,1400,48.0,True,True,157730400.0,1975.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2068,2020,1400,52.0,False,False,39016800.0,1971.0,3.0,29.0,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2072,2020,1400,70.0,True,True,-552477600.0,1952.0,6.0,30.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2073,2020,1400,79.0,False,True,-836128800.0,1943.0,7.0,5.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
2074,2020,1400,90.0,True,False,-1181901600.0,1932.0,7.0,20.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2075,2020,1400,69.0,False,True,-500119200.0,1954.0,2.0,26.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2076,2020,1400,82.0,True,True,-915184800.0,1941.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2077,2020,1400,82.0,True,True,-936180000.0,1940.0,5.0,3.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2078,2020,1400,66.0,False,True,-411991200.0,1956.0,12.0,12.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2079,2020,1400,68.0,True,True,-473421600.0,1955.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2080,2020,1400,55.0,True,True,-65872800.0,1967.0,12.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2081,2020,1400,82.0,False,False,-923738400.0,1940.0,9.0,24.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2082,2020,1400,57.0,True,True,-126266400.0,1966.0,1.0,1.0,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
2084,2020,1400,59.0,True,True,-207741600.0,1963.0,6.0,3.0,281.66,7.9,153781069118,82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558
2085,2020,1400,49.0,False,True,119714400.0,1973.0,10.0,18.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
2086,2020,1400,57.0,False,False,-118490400.0,1966.0,4.0,1.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2087,2020,1400,58.0,True,True,-157802400.0,1965.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2088,2020,1400,60.0,True,True,-220960800.0,1963.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2089,2020,1400,56.0,True,True,-95335200.0,1966.0,12.0,25.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2090,2020,1400,38.0,False,True,473349600.0,1985.0,1.0,1.0,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2091,2020,1400,50.0,True,False,94658400.0,1973.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2092,2020,1400,57.0,True,True,-142164000.0,1965.0,7.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2093,2020,1400,65.0,True,True,-401018400.0,1957.0,4.0,18.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2094,2020,1400,93.0,True,True,-1282554000.0,1929.0,5.0,12.0,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
2095,2020,1400,35.0,True,False,572277600.0,1988.0,2.0,20.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2096,2020,1400,66.0,True,True,-410090400.0,1957.0,1.0,3.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2097,2020,1400,79.0,True,True,-839930400.0,1943.0,5.0,22.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2098,2020,1400,50.0,True,True,74786400.0,1972.0,5.0,16.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2099,2020,1400,61.0,False,True,-250768800.0,1962.0,1.0,21.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2100,2020,1400,85.0,True,True,-1009965600.0,1937.0,12.0,31.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2101,2020,1400,61.0,True,True,-246880800.0,1962.0,3.0,7.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2102,2020,1400,58.0,True,True,-161949600.0,1964.0,11.0,14.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2103,2020,1400,97.0,True,True,-1382864400.0,1926.0,3.0,8.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2104,2020,1400,48.0,True,True,149868000.0,1974.0,10.0,2.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2105,2020,1400,46.0,False,False,220888800.0,1977.0,1.0,1.0,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2106,2020,1400,52.0,False,True,38584800.0,1971.0,3.0,24.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2107,2020,1400,57.0,False,True,-124797600.0,1966.0,1.0,18.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2108,2020,1400,95.0,False,False,-1341910800.0,1927.0,6.0,25.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2109,2020,1400,60.0,True,True,-220010400.0,1963.0,1.0,12.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2110,2020,1400,58.0,True,True,-157802400.0,1965.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2111,2020,1400,68.0,True,True,-469965600.0,1955.0,2.0,10.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2112,2020,1400,76.0,False,False,-741693600.0,1946.0,7.0,2.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2113,2020,1400,26.0,False,True,836139600.0,1996.0,7.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2114,2020,1400,84.0,True,True,-974973600.0,1939.0,2.0,9.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2115,2020,1400,37.0,False,False,504885600.0,1986.0,1.0,1.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2116,2020,1400,80.0,True,True,-854272800.0,1942.0,12.0,7.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2117,2020,1400,68.0,True,True,-494589600.0,1954.0,5.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2118,2020,1400,53.0,True,True,-19735200.0,1969.0,5.0,18.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2119,2020,1400,43.0,True,True,315496800.0,1980.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2120,2020,1400,59.0,True,True,-199965600.0,1963.0,9.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2121,2020,1400,58.0,True,True,-157802400.0,1965.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2122,2020,1400,63.0,True,True,-315655200.0,1960.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2123,2020,1400,52.0,False,False,31500000.0,1971.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2124,2020,1400,60.0,True,True,-238240800.0,1962.0,6.0,15.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2125,2020,1400,62.0,True,True,-305373600.0,1960.0,4.0,29.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2126,2020,1400,57.0,True,False,-137498400.0,1965.0,8.0,24.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2127,2020,1400,60.0,True,True,-220960800.0,1963.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2128,2020,1400,62.0,True,True,-284032800.0,1961.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2129,2020,1400,65.0,True,True,-373456800.0,1958.0,3.0,3.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2130,2020,1400,57.0,True,True,-147520800.0,1965.0,4.0,30.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2131,2020,1400,63.0,True,True,-330948000.0,1959.0,7.0,8.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2132,2133,1300,53.0,True,True,-6688800.0,1969.0,10.0,16.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2133,2133,1300,85.0,True,True,-1002794400.0,1938.0,3.0,24.0,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
2134,2133,1300,64.0,True,True,-342439200.0,1959.0,2.0,25.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2135,2133,1300,76.0,False,True,-728301600.0,1946.0,12.0,4.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2136,2133,1300,72.0,True,True,-612007200.0,1950.0,8.0,11.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
2137,2133,1300,55.0,True,True,-77709600.0,1967.0,7.0,17.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2138,2133,1300,64.0,True,True,-347018400.0,1959.0,1.0,3.0,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
2139,2133,1300,41.0,True,True,365778000.0,1981.0,8.0,5.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2140,2133,1300,83.0,True,True,-950004000.0,1939.0,11.0,25.0,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
2141,2133,1300,60.0,True,False,-215258400.0,1963.0,3.0,8.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2142,2133,1300,70.0,True,True,-528631200.0,1953.0,4.0,2.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2143,2133,1300,90.0,False,True,-1172916000.0,1932.0,11.0,1.0,111.07,0.2,118725279596,35.9,113.9,76.5,21.9,45.8,36910560.0,31.791702,-7.09262
2144,2133,1300,66.0,False,True,-411991200.0,1956.0,12.0,12.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2145,2133,1300,70.0,False,True,-541072800.0,1952.0,11.0,9.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2146,2133,1300,50.0,True,True,101484000.0,1973.0,3.0,21.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2147,2133,1300,71.0,True,True,-564228000.0,1952.0,2.0,15.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2148,2133,1300,40.0,True,True,388414800.0,1982.0,4.0,24.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2149,2133,1300,58.0,True,True,-154260000.0,1965.0,2.0,11.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2151,2133,1300,62.0,True,True,-284032800.0,1961.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2152,2133,1300,50.0,True,True,94658400.0,1973.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2154,2133,1300,52.0,True,True,29512800.0,1970.0,12.0,9.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2155,2133,1300,77.0,True,True,-755776800.0,1946.0,1.0,20.0,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
2156,2133,1300,76.0,True,True,-735040800.0,1946.0,9.0,17.0,232.75,53.5,449663446954,90.0,109.7,76.5,10.1,106.3,44938712.0,-38.416097,-63.616672
2157,2133,1300,54.0,True,True,-43840800.0,1968.0,8.0,12.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2158,2133,1300,60.0,True,True,-242128800.0,1962.0,5.0,1.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2159,2133,1300,86.0,True,True,-1063965600.0,1936.0,4.0,15.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
2160,2133,1300,52.0,False,False,10850400.0,1970.0,5.0,7.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2161,2133,1300,55.0,False,True,-80992800.0,1967.0,6.0,9.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2162,2133,1300,59.0,True,True,-192103200.0,1963.0,12.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2163,2133,1300,67.0,True,True,-443095200.0,1955.0,12.0,18.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2164,2133,1300,74.0,True,False,-662551200.0,1949.0,1.0,3.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2165,2133,1300,72.0,True,True,-605440800.0,1950.0,10.0,26.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2166,2133,1300,45.0,True,True,253375200.0,1978.0,1.0,12.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
2167,2133,1300,87.0,True,True,-1075111200.0,1935.0,12.0,8.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2168,2133,1300,45.0,False,False,230652000.0,1977.0,4.0,24.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2169,2133,1300,65.0,True,True,-390391200.0,1957.0,8.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2170,2133,1300,59.0,True,True,-189424800.0,1964.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2171,2133,1300,36.0,False,True,536421600.0,1987.0,1.0,1.0,112.33,1.0,268761201365,88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151
2172,2133,1300,70.0,True,True,-547034400.0,1952.0,9.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2174,2133,1300,57.0,True,True,-130240800.0,1965.0,11.0,16.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2175,2133,1300,72.0,False,True,-594122400.0,1951.0,3.0,6.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2176,2133,1300,61.0,True,True,-245671200.0,1962.0,3.0,21.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2177,2133,1300,64.0,True,True,-363088800.0,1958.0,7.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2178,2133,1300,56.0,True,True,-94125600.0,1967.0,1.0,8.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2179,2133,1300,62.0,True,True,-298720800.0,1960.0,7.0,15.0,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2180,2133,1300,101.0,True,True,-1524473251.0,1921.0,9.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2181,2133,1300,57.0,True,True,-128944800.0,1965.0,12.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2182,2133,1300,60.0,True,True,-236340000.0,1962.0,7.0,7.0,114.11,2.2,592164400688,67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136
2183,2133,1300,55.0,True,True,-71143200.0,1967.0,10.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2184,2133,1300,58.0,True,True,-167047200.0,1964.0,9.0,16.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2185,2133,1300,65.0,True,True,-399895200.0,1957.0,5.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2186,2133,1300,82.0,True,True,-919504800.0,1940.0,11.0,12.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2187,2133,1300,69.0,True,True,-517572000.0,1953.0,8.0,8.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2188,2133,1300,70.0,True,True,-535629600.0,1953.0,1.0,11.0,116.48,2.8,246489245495,64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962
2189,2133,1300,42.0,True,True,336578400.0,1980.0,9.0,1.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2190,2133,1300,60.0,False,True,-241783200.0,1962.0,5.0,5.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2191,2133,1300,55.0,True,True,-79869600.0,1967.0,6.0,22.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
2192,2133,1300,73.0,True,True,-623498400.0,1950.0,3.0,31.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2193,2133,1300,73.0,True,True,-641728800.0,1949.0,9.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2194,2133,1300,61.0,True,False,-252496800.0,1962.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2195,2133,1300,58.0,True,True,-173786400.0,1964.0,6.0,30.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2196,2133,1300,46.0,True,True,202399200.0,1976.0,6.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2197,2133,1300,71.0,True,True,-588333600.0,1951.0,5.0,12.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2198,2133,1300,68.0,False,True,-473421600.0,1955.0,1.0,1.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
